Epoch: 01, Loss: 0.7051, Train: 0.5806, Val: 0.4194, Test: 0.4887
Epoch: 02, Loss: 0.6704, Train: 0.5806, Val: 0.4194, Test: 0.4887
Epoch: 03, Loss: 0.6705, Train: 0.5806, Val: 0.4194, Test: 0.4887
Epoch: 04, Loss: 0.6572, Train: 0.5806, Val: 0.4194, Test: 0.4887
Epoch: 05, Loss: 0.6418, Train: 0.5806, Val: 0.4194, Test: 0.4887
Epoch: 06, Loss: 0.6297, Train: 0.7258, Val: 0.4839, Test: 0.5792
Epoch: 07, Loss: 0.6184, Train: 0.8387, Val: 0.6452, Test: 0.6471
Epoch: 08, Loss: 0.6037, Train: 0.8065, Val: 0.5484, Test: 0.6063
Epoch: 09, Loss: 0.5852, Train: 0.7097, Val: 0.4839, Test: 0.5792
Epoch: 10, Loss: 0.5659, Train: 0.6774, Val: 0.4839, Test: 0.5792
Epoch: 11, Loss: 0.5466, Train: 0.7581, Val: 0.4839, Test: 0.5973
Epoch: 12, Loss: 0.5242, Train: 0.8548, Val: 0.7419, Test: 0.6787
Epoch: 13, Loss: 0.4982, Train: 0.9032, Val: 0.7419, Test: 0.7330
Epoch: 14, Loss: 0.4714, Train: 0.9032, Val: 0.7419, Test: 0.7602
Epoch: 15, Loss: 0.4442, Train: 0.9194, Val: 0.7419, Test: 0.7557
Epoch: 16, Loss: 0.4138, Train: 0.9516, Val: 0.7419, Test: 0.7557
Epoch: 17, Loss: 0.3824, Train: 0.9355, Val: 0.7742, Test: 0.7466
Epoch: 18, Loss: 0.3522, Train: 0.9677, Val: 0.7742, Test: 0.7421
Epoch: 19, Loss: 0.3208, Train: 0.9839, Val: 0.7742, Test: 0.7783
Epoch: 20, Loss: 0.2892, Train: 0.9839, Val: 0.7742, Test: 0.7873
Epoch: 21, Loss: 0.2597, Train: 0.9839, Val: 0.7742, Test: 0.7919
Epoch: 22, Loss: 0.2298, Train: 0.9839, Val: 0.8065, Test: 0.7964
Epoch: 23, Loss: 0.2021, Train: 1.0000, Val: 0.8065, Test: 0.8009
Epoch: 24, Loss: 0.1765, Train: 1.0000, Val: 0.8387, Test: 0.8009
Epoch: 25, Loss: 0.1524, Train: 1.0000, Val: 0.8387, Test: 0.8145
Epoch: 26, Loss: 0.1312, Train: 1.0000, Val: 0.8387, Test: 0.8145
Epoch: 27, Loss: 0.1116, Train: 1.0000, Val: 0.8387, Test: 0.8054
Epoch: 28, Loss: 0.0948, Train: 1.0000, Val: 0.8387, Test: 0.8100
Epoch: 29, Loss: 0.0799, Train: 1.0000, Val: 0.8387, Test: 0.8235
Epoch: 30, Loss: 0.0670, Train: 1.0000, Val: 0.8387, Test: 0.8235
Epoch: 31, Loss: 0.0562, Train: 1.0000, Val: 0.8387, Test: 0.8281
Epoch: 32, Loss: 0.0466, Train: 1.0000, Val: 0.8387, Test: 0.8281
Epoch: 33, Loss: 0.0390, Train: 1.0000, Val: 0.8387, Test: 0.8371
Epoch: 34, Loss: 0.0326, Train: 1.0000, Val: 0.8387, Test: 0.8371
Epoch: 35, Loss: 0.0274, Train: 1.0000, Val: 0.8710, Test: 0.8371
Epoch: 36, Loss: 0.0234, Train: 1.0000, Val: 0.8710, Test: 0.8371
Epoch: 37, Loss: 0.0200, Train: 1.0000, Val: 0.8710, Test: 0.8326
Epoch: 38, Loss: 0.0173, Train: 1.0000, Val: 0.8710, Test: 0.8281
Epoch: 39, Loss: 0.0153, Train: 1.0000, Val: 0.8710, Test: 0.8281
Epoch: 40, Loss: 0.0136, Train: 1.0000, Val: 0.8710, Test: 0.8235
Epoch: 41, Loss: 0.0124, Train: 1.0000, Val: 0.8710, Test: 0.8281
Epoch: 42, Loss: 0.0114, Train: 1.0000, Val: 0.8710, Test: 0.8281
Epoch: 43, Loss: 0.0107, Train: 1.0000, Val: 0.8710, Test: 0.8281
Epoch: 44, Loss: 0.0101, Train: 1.0000, Val: 0.8710, Test: 0.8281
Epoch: 45, Loss: 0.0096, Train: 1.0000, Val: 0.8710, Test: 0.8235
Epoch: 46, Loss: 0.0094, Train: 1.0000, Val: 0.8710, Test: 0.8235
Epoch: 47, Loss: 0.0092, Train: 1.0000, Val: 0.8710, Test: 0.8235
Epoch: 48, Loss: 0.0092, Train: 1.0000, Val: 0.8710, Test: 0.8235
Epoch: 49, Loss: 0.0092, Train: 1.0000, Val: 0.8710, Test: 0.8235
Epoch: 50, Loss: 0.0093, Train: 1.0000, Val: 0.8710, Test: 0.8235
Epoch: 51, Loss: 0.0095, Train: 1.0000, Val: 0.8710, Test: 0.8235
Epoch: 52, Loss: 0.0097, Train: 1.0000, Val: 0.8710, Test: 0.8281
Epoch: 53, Loss: 0.0100, Train: 1.0000, Val: 0.8710, Test: 0.8235
Epoch: 54, Loss: 0.0104, Train: 1.0000, Val: 0.8710, Test: 0.8235
Epoch: 55, Loss: 0.0108, Train: 1.0000, Val: 0.8710, Test: 0.8281
Epoch: 56, Loss: 0.0112, Train: 1.0000, Val: 0.8710, Test: 0.8281
Epoch: 57, Loss: 0.0117, Train: 1.0000, Val: 0.8710, Test: 0.8235
Epoch: 58, Loss: 0.0122, Train: 1.0000, Val: 0.8710, Test: 0.8235
Epoch: 59, Loss: 0.0127, Train: 1.0000, Val: 0.8710, Test: 0.8235
Epoch: 60, Loss: 0.0133, Train: 1.0000, Val: 0.8710, Test: 0.8235
