Epoch: 01, Loss: 0.7921, Train: 0.5806, Val: 0.4194, Test: 0.4887
Epoch: 02, Loss: 0.6863, Train: 0.5806, Val: 0.4194, Test: 0.4887
Epoch: 03, Loss: 0.6783, Train: 0.5806, Val: 0.4194, Test: 0.4887
Epoch: 04, Loss: 0.6897, Train: 0.5806, Val: 0.4194, Test: 0.4887
Epoch: 05, Loss: 0.6806, Train: 0.5806, Val: 0.4194, Test: 0.4887
Epoch: 06, Loss: 0.6647, Train: 0.5806, Val: 0.4194, Test: 0.4887
Epoch: 07, Loss: 0.6520, Train: 0.5806, Val: 0.4194, Test: 0.4887
Epoch: 08, Loss: 0.6424, Train: 0.5806, Val: 0.4194, Test: 0.4887
Epoch: 09, Loss: 0.6336, Train: 0.5968, Val: 0.4194, Test: 0.4977
Epoch: 10, Loss: 0.6241, Train: 0.6290, Val: 0.4194, Test: 0.5113
Epoch: 11, Loss: 0.6118, Train: 0.6290, Val: 0.4194, Test: 0.5113
Epoch: 12, Loss: 0.5976, Train: 0.6290, Val: 0.4194, Test: 0.5113
Epoch: 13, Loss: 0.5819, Train: 0.6452, Val: 0.4194, Test: 0.5385
Epoch: 14, Loss: 0.5641, Train: 0.6613, Val: 0.4839, Test: 0.5747
Epoch: 15, Loss: 0.5453, Train: 0.7419, Val: 0.5161, Test: 0.6290
Epoch: 16, Loss: 0.5233, Train: 0.8226, Val: 0.7097, Test: 0.6742
Epoch: 17, Loss: 0.4991, Train: 0.9032, Val: 0.7419, Test: 0.7557
Epoch: 18, Loss: 0.4752, Train: 0.9194, Val: 0.7097, Test: 0.7511
Epoch: 19, Loss: 0.4506, Train: 0.9355, Val: 0.7097, Test: 0.7557
Epoch: 20, Loss: 0.4231, Train: 0.9355, Val: 0.7419, Test: 0.7602
Epoch: 21, Loss: 0.3943, Train: 0.9032, Val: 0.7419, Test: 0.7421
Epoch: 22, Loss: 0.3669, Train: 0.9516, Val: 0.7419, Test: 0.7557
Epoch: 23, Loss: 0.3382, Train: 0.9839, Val: 0.7419, Test: 0.7692
Epoch: 24, Loss: 0.3084, Train: 0.9839, Val: 0.7742, Test: 0.7738
Epoch: 25, Loss: 0.2805, Train: 0.9839, Val: 0.7742, Test: 0.7783
Epoch: 26, Loss: 0.2526, Train: 0.9839, Val: 0.7742, Test: 0.7828
Epoch: 27, Loss: 0.2249, Train: 1.0000, Val: 0.7742, Test: 0.8054
Epoch: 28, Loss: 0.1999, Train: 1.0000, Val: 0.8065, Test: 0.8100
Epoch: 29, Loss: 0.1757, Train: 1.0000, Val: 0.7742, Test: 0.8100
Epoch: 30, Loss: 0.1534, Train: 1.0000, Val: 0.8065, Test: 0.8145
Epoch: 31, Loss: 0.1336, Train: 1.0000, Val: 0.8387, Test: 0.8145
Epoch: 32, Loss: 0.1149, Train: 1.0000, Val: 0.8387, Test: 0.8145
Epoch: 33, Loss: 0.0987, Train: 1.0000, Val: 0.8387, Test: 0.8145
Epoch: 34, Loss: 0.0843, Train: 1.0000, Val: 0.8387, Test: 0.8145
Epoch: 35, Loss: 0.0715, Train: 1.0000, Val: 0.8387, Test: 0.8190
Epoch: 36, Loss: 0.0608, Train: 1.0000, Val: 0.8387, Test: 0.8190
Epoch: 37, Loss: 0.0513, Train: 1.0000, Val: 0.8387, Test: 0.8190
Epoch: 38, Loss: 0.0434, Train: 1.0000, Val: 0.8387, Test: 0.8235
Epoch: 39, Loss: 0.0369, Train: 1.0000, Val: 0.8387, Test: 0.8281
Epoch: 40, Loss: 0.0313, Train: 1.0000, Val: 0.8387, Test: 0.8281
Epoch: 41, Loss: 0.0269, Train: 1.0000, Val: 0.8710, Test: 0.8281
Epoch: 42, Loss: 0.0234, Train: 1.0000, Val: 0.8710, Test: 0.8281
Epoch: 43, Loss: 0.0204, Train: 1.0000, Val: 0.8710, Test: 0.8281
Epoch: 44, Loss: 0.0180, Train: 1.0000, Val: 0.8710, Test: 0.8281
Epoch: 45, Loss: 0.0162, Train: 1.0000, Val: 0.8710, Test: 0.8281
Epoch: 46, Loss: 0.0147, Train: 1.0000, Val: 0.8710, Test: 0.8190
Epoch: 47, Loss: 0.0135, Train: 1.0000, Val: 0.8710, Test: 0.8190
Epoch: 48, Loss: 0.0126, Train: 1.0000, Val: 0.8710, Test: 0.8235
Epoch: 49, Loss: 0.0119, Train: 1.0000, Val: 0.8710, Test: 0.8235
Epoch: 50, Loss: 0.0113, Train: 1.0000, Val: 0.8710, Test: 0.8190
Epoch: 51, Loss: 0.0109, Train: 1.0000, Val: 0.8710, Test: 0.8190
Epoch: 52, Loss: 0.0107, Train: 1.0000, Val: 0.8710, Test: 0.8235
Epoch: 53, Loss: 0.0105, Train: 1.0000, Val: 0.8710, Test: 0.8235
Epoch: 54, Loss: 0.0105, Train: 1.0000, Val: 0.8710, Test: 0.8235
Epoch: 55, Loss: 0.0105, Train: 1.0000, Val: 0.8710, Test: 0.8235
Epoch: 56, Loss: 0.0106, Train: 1.0000, Val: 0.8710, Test: 0.8235
Epoch: 57, Loss: 0.0108, Train: 1.0000, Val: 0.8710, Test: 0.8281
Epoch: 58, Loss: 0.0110, Train: 1.0000, Val: 0.8710, Test: 0.8281
Epoch: 59, Loss: 0.0113, Train: 1.0000, Val: 0.8710, Test: 0.8281
Epoch: 60, Loss: 0.0117, Train: 1.0000, Val: 0.8710, Test: 0.8281
