Epoch: 01, Loss: 0.6735, Train: 0.8846, Val: 0.8864, Test: 0.8806
Epoch: 02, Loss: 0.5353, Train: 0.8883, Val: 0.8864, Test: 0.8866
Epoch: 03, Loss: 0.3412, Train: 0.9350, Val: 0.9359, Test: 0.9386
Epoch: 04, Loss: 0.2234, Train: 0.9487, Val: 0.9542, Test: 0.9540
Epoch: 05, Loss: 0.1972, Train: 0.9432, Val: 0.9505, Test: 0.9477
Epoch: 06, Loss: 0.1810, Train: 0.9432, Val: 0.9524, Test: 0.9462
Epoch: 07, Loss: 0.1705, Train: 0.9524, Val: 0.9505, Test: 0.9516
Epoch: 08, Loss: 0.1597, Train: 0.9505, Val: 0.9505, Test: 0.9514
Epoch: 09, Loss: 0.1488, Train: 0.9542, Val: 0.9505, Test: 0.9527
Epoch: 10, Loss: 0.1431, Train: 0.9570, Val: 0.9414, Test: 0.9519
Epoch: 11, Loss: 0.1534, Train: 0.9542, Val: 0.9524, Test: 0.9428
Epoch: 12, Loss: 0.1607, Train: 0.9533, Val: 0.9542, Test: 0.9381
Epoch: 13, Loss: 0.1585, Train: 0.9588, Val: 0.9560, Test: 0.9498
Epoch: 14, Loss: 0.1422, Train: 0.9597, Val: 0.9524, Test: 0.9535
Epoch: 15, Loss: 0.1505, Train: 0.9542, Val: 0.9524, Test: 0.9543
Epoch: 16, Loss: 0.1188, Train: 0.9625, Val: 0.9524, Test: 0.9540
Epoch: 17, Loss: 0.1150, Train: 0.9625, Val: 0.9524, Test: 0.9561
Epoch: 18, Loss: 0.1078, Train: 0.9661, Val: 0.9469, Test: 0.9556
Epoch: 19, Loss: 0.1017, Train: 0.9606, Val: 0.9469, Test: 0.9540
Epoch: 20, Loss: 0.0972, Train: 0.9679, Val: 0.9542, Test: 0.9532
Epoch: 21, Loss: 0.0930, Train: 0.9734, Val: 0.9524, Test: 0.9543
Epoch: 22, Loss: 0.0785, Train: 0.9698, Val: 0.9396, Test: 0.9553
Epoch: 23, Loss: 0.0824, Train: 0.9744, Val: 0.9560, Test: 0.9571
Epoch: 24, Loss: 0.0851, Train: 0.9643, Val: 0.9341, Test: 0.9472
Epoch: 25, Loss: 0.0760, Train: 0.9808, Val: 0.9615, Test: 0.9616
Epoch: 26, Loss: 0.0726, Train: 0.9863, Val: 0.9597, Test: 0.9597
Epoch: 27, Loss: 0.0670, Train: 0.9707, Val: 0.9377, Test: 0.9545
Epoch: 28, Loss: 0.0653, Train: 0.9881, Val: 0.9615, Test: 0.9613
Epoch: 29, Loss: 0.0560, Train: 0.9835, Val: 0.9524, Test: 0.9590
Epoch: 30, Loss: 0.0534, Train: 0.9853, Val: 0.9396, Test: 0.9535
Epoch: 31, Loss: 0.0594, Train: 0.9872, Val: 0.9560, Test: 0.9600
Epoch: 32, Loss: 0.0488, Train: 0.9936, Val: 0.9579, Test: 0.9639
Epoch: 33, Loss: 0.0432, Train: 0.9853, Val: 0.9615, Test: 0.9621
Epoch: 34, Loss: 0.0502, Train: 0.9918, Val: 0.9487, Test: 0.9616
Epoch: 35, Loss: 0.0467, Train: 0.9863, Val: 0.9615, Test: 0.9616
Epoch: 36, Loss: 0.0516, Train: 0.9872, Val: 0.9634, Test: 0.9626
Epoch: 37, Loss: 0.0641, Train: 0.9826, Val: 0.9414, Test: 0.9516
Epoch: 38, Loss: 0.0658, Train: 0.9835, Val: 0.9597, Test: 0.9579
Epoch: 39, Loss: 0.0632, Train: 0.9789, Val: 0.9414, Test: 0.9543
Epoch: 40, Loss: 0.0573, Train: 0.9698, Val: 0.9341, Test: 0.9514
Epoch: 41, Loss: 0.0504, Train: 0.9899, Val: 0.9652, Test: 0.9647
Epoch: 42, Loss: 0.0524, Train: 0.9716, Val: 0.9487, Test: 0.9360
Epoch: 43, Loss: 0.0551, Train: 0.9817, Val: 0.9652, Test: 0.9655
Epoch: 44, Loss: 0.0637, Train: 0.9872, Val: 0.9670, Test: 0.9686
Epoch: 45, Loss: 0.0480, Train: 0.9954, Val: 0.9652, Test: 0.9655
Epoch: 46, Loss: 0.0412, Train: 0.9890, Val: 0.9689, Test: 0.9702
Epoch: 47, Loss: 0.0360, Train: 0.9954, Val: 0.9652, Test: 0.9686
Epoch: 48, Loss: 0.0355, Train: 0.9936, Val: 0.9670, Test: 0.9702
Epoch: 49, Loss: 0.0354, Train: 0.9973, Val: 0.9652, Test: 0.9676
Epoch: 50, Loss: 0.0366, Train: 0.9927, Val: 0.9670, Test: 0.9647
Epoch: 51, Loss: 0.0347, Train: 0.9945, Val: 0.9597, Test: 0.9650
Epoch: 52, Loss: 0.0321, Train: 0.9945, Val: 0.9652, Test: 0.9676
Epoch: 53, Loss: 0.0326, Train: 0.9973, Val: 0.9689, Test: 0.9671
Epoch: 54, Loss: 0.0291, Train: 0.9963, Val: 0.9670, Test: 0.9686
Epoch: 55, Loss: 0.0285, Train: 0.9954, Val: 0.9652, Test: 0.9671
Epoch: 56, Loss: 0.0363, Train: 0.9954, Val: 0.9560, Test: 0.9621
Epoch: 57, Loss: 0.0307, Train: 0.9963, Val: 0.9615, Test: 0.9647
Epoch: 58, Loss: 0.0295, Train: 0.9945, Val: 0.9542, Test: 0.9621
Epoch: 59, Loss: 0.0371, Train: 0.9908, Val: 0.9652, Test: 0.9705
Epoch: 60, Loss: 0.0411, Train: 0.9899, Val: 0.9524, Test: 0.9566
