Epoch: 01, Loss: 0.6813, Train: 0.6676, Val: 0.6685, Test: 0.6767
Epoch: 02, Loss: 0.6045, Train: 0.8608, Val: 0.8626, Test: 0.8568
Epoch: 03, Loss: 0.4244, Train: 0.8883, Val: 0.9011, Test: 0.8824
Epoch: 04, Loss: 0.2671, Train: 0.9341, Val: 0.9377, Test: 0.9294
Epoch: 05, Loss: 0.1882, Train: 0.9423, Val: 0.9432, Test: 0.9232
Epoch: 06, Loss: 0.1600, Train: 0.9524, Val: 0.9505, Test: 0.9464
Epoch: 07, Loss: 0.1471, Train: 0.9551, Val: 0.9469, Test: 0.9519
Epoch: 08, Loss: 0.1384, Train: 0.9560, Val: 0.9487, Test: 0.9550
Epoch: 09, Loss: 0.1479, Train: 0.9597, Val: 0.9451, Test: 0.9553
Epoch: 10, Loss: 0.1264, Train: 0.9652, Val: 0.9560, Test: 0.9530
Epoch: 11, Loss: 0.1213, Train: 0.9679, Val: 0.9560, Test: 0.9527
Epoch: 12, Loss: 0.1208, Train: 0.9744, Val: 0.9560, Test: 0.9553
Epoch: 13, Loss: 0.1231, Train: 0.9625, Val: 0.9505, Test: 0.9558
Epoch: 14, Loss: 0.1026, Train: 0.9707, Val: 0.9451, Test: 0.9540
Epoch: 15, Loss: 0.0899, Train: 0.9707, Val: 0.9579, Test: 0.9584
Epoch: 16, Loss: 0.0900, Train: 0.9670, Val: 0.9396, Test: 0.9496
Epoch: 17, Loss: 0.0804, Train: 0.9799, Val: 0.9615, Test: 0.9600
Epoch: 18, Loss: 0.0761, Train: 0.9844, Val: 0.9597, Test: 0.9608
Epoch: 19, Loss: 0.0687, Train: 0.9689, Val: 0.9414, Test: 0.9519
Epoch: 20, Loss: 0.0689, Train: 0.9872, Val: 0.9597, Test: 0.9597
Epoch: 21, Loss: 0.0769, Train: 0.9817, Val: 0.9597, Test: 0.9611
Epoch: 22, Loss: 0.0650, Train: 0.9908, Val: 0.9542, Test: 0.9584
Epoch: 23, Loss: 0.0536, Train: 0.9872, Val: 0.9597, Test: 0.9621
Epoch: 24, Loss: 0.0492, Train: 0.9734, Val: 0.9341, Test: 0.9519
Epoch: 25, Loss: 0.0736, Train: 0.9881, Val: 0.9634, Test: 0.9634
Epoch: 26, Loss: 0.0544, Train: 0.9771, Val: 0.9377, Test: 0.9532
Epoch: 27, Loss: 0.0610, Train: 0.9918, Val: 0.9615, Test: 0.9608
Epoch: 28, Loss: 0.0578, Train: 0.9881, Val: 0.9652, Test: 0.9665
Epoch: 29, Loss: 0.0494, Train: 0.9927, Val: 0.9597, Test: 0.9611
Epoch: 30, Loss: 0.0415, Train: 0.9945, Val: 0.9579, Test: 0.9624
Epoch: 31, Loss: 0.0394, Train: 0.9945, Val: 0.9652, Test: 0.9679
Epoch: 32, Loss: 0.0381, Train: 0.9844, Val: 0.9560, Test: 0.9603
Epoch: 33, Loss: 0.0500, Train: 0.9918, Val: 0.9634, Test: 0.9671
Epoch: 34, Loss: 0.0447, Train: 0.9551, Val: 0.9286, Test: 0.9391
Epoch: 35, Loss: 0.0584, Train: 0.9927, Val: 0.9597, Test: 0.9663
Epoch: 36, Loss: 0.0402, Train: 0.9918, Val: 0.9597, Test: 0.9665
Epoch: 37, Loss: 0.0470, Train: 0.9872, Val: 0.9542, Test: 0.9571
Epoch: 38, Loss: 0.0354, Train: 0.9963, Val: 0.9634, Test: 0.9694
Epoch: 39, Loss: 0.0348, Train: 0.9973, Val: 0.9634, Test: 0.9676
Epoch: 40, Loss: 0.0408, Train: 0.9808, Val: 0.9579, Test: 0.9603
Epoch: 41, Loss: 0.0343, Train: 0.9973, Val: 0.9652, Test: 0.9671
Epoch: 42, Loss: 0.0336, Train: 0.9945, Val: 0.9652, Test: 0.9684
Epoch: 43, Loss: 0.0308, Train: 0.9908, Val: 0.9505, Test: 0.9608
Epoch: 44, Loss: 0.0339, Train: 0.9936, Val: 0.9634, Test: 0.9671
Epoch: 45, Loss: 0.0375, Train: 0.9716, Val: 0.9341, Test: 0.9435
Epoch: 46, Loss: 0.0564, Train: 0.9835, Val: 0.9560, Test: 0.9550
Epoch: 47, Loss: 0.0486, Train: 0.9918, Val: 0.9615, Test: 0.9647
Epoch: 48, Loss: 0.0469, Train: 0.9936, Val: 0.9560, Test: 0.9631
Epoch: 49, Loss: 0.0314, Train: 0.9936, Val: 0.9652, Test: 0.9671
Epoch: 50, Loss: 0.0294, Train: 0.9973, Val: 0.9634, Test: 0.9697
Epoch: 51, Loss: 0.0262, Train: 0.9973, Val: 0.9652, Test: 0.9679
Epoch: 52, Loss: 0.0253, Train: 0.9982, Val: 0.9615, Test: 0.9673
Epoch: 53, Loss: 0.0276, Train: 0.9973, Val: 0.9597, Test: 0.9647
Epoch: 54, Loss: 0.0265, Train: 0.9963, Val: 0.9652, Test: 0.9673
Epoch: 55, Loss: 0.0318, Train: 0.9890, Val: 0.9524, Test: 0.9574
Epoch: 56, Loss: 0.0302, Train: 0.9872, Val: 0.9579, Test: 0.9605
Epoch: 57, Loss: 0.0567, Train: 0.9771, Val: 0.9414, Test: 0.9503
Epoch: 58, Loss: 0.0405, Train: 0.9863, Val: 0.9615, Test: 0.9608
Epoch: 59, Loss: 0.0317, Train: 0.9963, Val: 0.9615, Test: 0.9671
Epoch: 60, Loss: 0.0303, Train: 0.9945, Val: 0.9652, Test: 0.9673
